"date"	"country"	"city"	"killed"	"injured"	"harmed"	"killed_cy"	"injured_cy"	"harmed_cy"	"killed_td"	"injured_td"	"harmed_td"
"2014.04.19"	"Afghanistan"	"Ghazni"	0	0	0	5707	7715	13422	132465	217258	349723
"2014.04.19"	"Libya"	"sirte"	1	8	9	5708	7723	13431	132466	217266	349732
"2014.04.19"	"CAR"	"Paoua"	1	0	1	5709	7723	13432	132467	217266	349733
"2014.04.19"	"Iraq"	"Baghdad"	9	21	30	5718	7744	13462	132476	217287	349763
"2014.04.19"	"Iraq"	"Qalat Suker"	5	2	7	5723	7746	13469	132481	217289	349770
"2014.04.19"	"Iraq"	"Meshahda"	5	8	13	5728	7754	13482	132486	217297	349783
"2014.04.19"	"Bahrain"	"al-Mughsha"	2	1	3	5730	7755	13485	132488	217298	349786
"2014.04.19"	"Syria"	"Hama"	4	9	13	5734	7764	13498	132492	217307	349799
"2014.04.20"	"Syria"	"Deir Ezzor"	16	0	16	5750	7764	13514	132508	217307	349815
"2014.04.20"	"Egypt"	"Suez"	2	0	2	5752	7764	13516	132510	217307	349817
"2014.04.20"	"Thailand"	"Yala"	3	1	4	5755	7765	13520	132513	217308	349821
"2014.04.20"	"Algeria"	"Kabylie"	11	14	25	5766	7779	13545	132524	217322	349846
"2014.04.20"	"Iraq"	"Baghdad"	5	18	23	5771	7797	13568	132529	217340	349869
"2014.04.20"	"Nigeria"	"Yana"	1	0	1	5772	7797	13569	132530	217340	349870
"2014.04.20"	"Iraq"	"Samawah"	7	17	24	5779	7814	13593	132537	217357	349894
"2014.04.20"	"Iraq"	"Iskandariyah"	3	12	15	5782	7826	13608	132540	217369	349909
"2014.04.20"	"Syria"	"Homs"	1	10	11	5783	7836	13619	132541	217379	349920
"2014.04.20"	"Iraq"	"Mussayab"	4	5	9	5787	7841	13628	132545	217384	349929
"2014.04.21"	"Somalia"	"Marka"	1	4	5	5788	7845	13633	132546	217388	349934
"2014.04.21"	"Iraq"	"Suwayrah"	12	19	31	5800	7864	13664	132558	217407	349965
"2014.04.21"	"Iraq"	"Madain"	5	12	17	5805	7876	13681	132563	217419	349982
"2014.04.21"	"Iraq"	"Baghdad"	14	40	54	5819	7916	13735	132577	217459	350036
"2014.04.21"	"Pakistan"	"Peshawar"	5	2	7	5824	7918	13742	132582	217461	350043
"2014.04.21"	"India"	"Batgund"	2	0	2	5826	7918	13744	132584	217461	350045
"2014.04.21"	"India"	"Tral"	1	0	1	5827	7918	13745	132585	217461	350046
"2014.04.21"	"Pakistan"	"Karachi"	2	1	3	5829	7919	13748	132587	217462	350049
"2014.04.21"	"Thailand"	"Yala"	1	0	1	5830	7919	13749	132588	217462	350050
"2014.04.21"	"Nigeria"	"Borno"	2	0	2	5832	7919	13751	132590	217462	350052
"2014.04.22"	"Mali"	"Bamako"	1	0	1	5833	7919	13752	132591	217462	350053
"2014.04.22"	"Pakistan"	"Charsadda"	3	33	36	5836	7952	13788	132594	217495	350089
"2014.04.22"	"Iraq"	"Kirkuk"	10	6	16	5846	7958	13804	132604	217501	350105
"2014.04.22"	"Iraq"	"Mahmoudiya"	4	9	13	5850	7967	13817	132608	217510	350118
"2014.04.22"	"Afghanistan"	"Ghorak"	4	1	5	5854	7968	13822	132612	217511	350123
"2014.04.22"	"Afghanistan"	"Maiwand"	4	0	4	5858	7968	13826	132616	217511	350127
"2014.04.22"	"Somalia"	"Mogadishu"	1	0	1	5859	7968	13827	132617	217511	350128
"2014.04.22"	"Somalia"	"Mogadishu"	1	0	1	5860	7968	13828	132618	217511	350129
"2014.04.23"	"Pakistan"	"Karachi"	1	0	1	5861	7968	13829	132619	217511	350130
"2014.04.23"	"Egypt"	"Cairo"	1	2	3	5862	7970	13832	132620	217513	350133
"2014.04.23"	"Nigeria"	"Kauyen-Yaku"	17	4	21	5879	7974	13853	132637	217517	350154
"2014.04.23"	"Pakistan"	"Gokhowal"	1	0	1	5880	7974	13854	132638	217517	350155
"2014.04.23"	"Iraq"	"Mosul"	8	45	53	5888	8019	13907	132646	217562	350208
"2014.04.23"	"Kenya"	"Nairobi"	2	0	2	5890	8019	13909	132648	217562	350210
"2014.04.23"	"Iraq"	"Dujail"	1	4	5	5891	8023	13914	132649	217566	350215
"2014.04.24"	"Iraq"	"Tikrit"	1	5	6	5892	8028	13920	132650	217571	350221
"2014.04.24"	"Iraq"	"Saniya"	5	5	10	5897	8033	13930	132655	217576	350231
"2014.04.24"	"Afghanistan"	"Kabul"	3	2	5	5900	8035	13935	132658	217578	350236
"2014.04.24"	"Iraq"	"Hillah"	11	27	38	5911	8062	13973	132669	217605	350274
"2014.04.24"	"Pakistan"	"Karachi"	4	2	6	5915	8064	13979	132673	217607	350280
"2014.04.25"	"Iraq"	"Baghdad"	33	90	123	5948	8154	14102	132706	217697	350403
"2014.04.25"	"Pakistan"	"Karachi"	6	28	34	5954	8182	14136	132712	217725	350437
"2014.04.25"	"Thailand"	"Pattani"	3	13	16	5957	8195	14152	132715	217738	350453
"2014.04.26"	"Iraq"	"Baghdad"	4	11	15	5961	8206	14167	132719	217749	350468
"2014.04.26"	"Afghanistan"	"Ghazni"	4	7	11	5965	8213	14178	132723	217756	350479
"2014.04.27"	"Iraq"	"Baghdad"	10	36	46	5975	8249	14224	132733	217792	350525
"2014.04.27"	"Iraq"	"Fallujah"	4	8	12	5979	8257	14236	132737	217800	350537
"2014.04.27"	"Pakistan"	"Waziristan"	3	3	6	5982	8260	14242	132740	217803	350543
"2014.04.27"	"CAR"	"Nanga Boguila"	22	0	22	6004	8260	14264	132762	217803	350565
"2014.04.27"	"Thailand"	"Pattani"	2	0	2	6006	8260	14266	132764	217803	350567
"2014.04.27"	"China"	"Kashgar"	3	0	3	6009	8260	14269	132767	217803	350570
"2014.04.27"	"USA"	"Skyway"	1	0	1	6010	8260	14270	132768	217803	350571
"2014.04.28"	"Iraq"	"Kirkuk"	9	11	20	6019	8271	14290	132777	217814	350591
"2014.04.28"	"Iraq"	"Baghdad"	6	19	25	6025	8290	14315	132783	217833	350616
"2014.04.28"	"Iraq"	"Baghdad"	7	21	28	6032	8311	14343	132790	217854	350644
"2014.04.28"	"Iraq"	"Khanaqin"	30	50	80	6062	8361	14423	132820	217904	350724
"2014.04.28"	"Iraq"	"Hawija"	4	9	13	6066	8370	14436	132824	217913	350737
"2014.04.28"	"Iraq"	"Tuz Khormato"	3	9	12	6069	8379	14448	132827	217922	350749
"2014.04.28"	"Iraq"	"Kirkuk"	3	7	10	6072	8386	14458	132830	217929	350759
"2014.04.28"	"Pakistan"	"Karachi"	4	30	34	6076	8416	14492	132834	217959	350793
"2014.04.28"	"Pakistan"	"Lahore"	3	0	3	6079	8416	14495	132837	217959	350796
"2014.04.28"	"Pakistan"	"Suru"	2	2	4	6081	8418	14499	132839	217961	350800
"2014.04.29"	"Iraq"	"Abu Ghraib"	2	8	10	6083	8426	14509	132841	217969	350810
"2014.04.29"	"Iraq"	"Rutba"	2	3	5	6085	8429	14514	132843	217972	350815
"2014.04.29"	"Iraq"	"Haditha"	2	4	6	6087	8433	14520	132845	217976	350821
"2014.04.29"	"Syria"	"Damascus"	14	86	100	6101	8519	14620	132859	218062	350921
"2014.04.29"	"Syria"	"Homs"	79	84	163	6180	8603	14783	132938	218146	351084
"2014.04.29"	"Afghanistan"	"Alingar"	3	1	4	6183	8604	14787	132941	218147	351088
"2014.04.29"	"Iraq"	"Saidiya"	18	42	60	6201	8646	14847	132959	218189	351148
"2014.04.29"	"Thailand"	"Narathiwat"	2	0	2	6203	8646	14849	132961	218189	351150
"2014.04.29"	"Pakistan"	"Rahimabad Pul"	1	3	4	6204	8649	14853	132962	218192	351154
"2014.04.29"	"Libya"	"Benghazi"	2	2	4	6206	8651	14857	132964	218194	351158
"2014.04.30"	"Iraq"	"Baiji"	6	3	9	6212	8654	14866	132970	218197	351167
"2014.04.30"	"Pakistan"	"Khyber Pukhtoonkhwa"	1	0	1	6213	8654	14867	132971	218197	351168
"2014.04.30"	"China"	"Xinjiang"	3	79	82	6216	8733	14949	132974	218276	351250
"2014.04.30"	"Pakistan"	"South Waziristan"	5	3	8	6221	8736	14957	132979	218279	351258
"2014.04.30"	"Nigeria"	"Kubla"	8	11	19	6229	8747	14976	132987	218290	351277
"2014.04.30"	"Syria"	"Raqa"	7	0	7	6236	8747	14983	132994	218290	351284
"2014.04.30"	"Iraq"	"Dibs"	2	0	2	6238	8747	14985	132996	218290	351286
"2014.04.30"	"India"	"Bangalore"	1	0	1	6239	8747	14986	132997	218290	351287
"2014.05.01"	"Nigeria"	"Sambisa"	10	0	10	6249	8747	14996	133007	218290	351297
"2014.05.01"	"Afghanistan"	"Khost"	4	0	4	6253	8747	15000	133011	218290	351301
"2014.05.01"	"Afghanistan"	"Panjsher"	13	30	43	6266	8777	15043	133024	218320	351344
"2014.05.01"	"Nigeria"	"Abuja"	19	60	79	6285	8837	15122	133043	218380	351423
"2014.05.01"	"Yemen"	"Ataq"	3	0	3	6288	8837	15125	133046	218380	351426
"2014.05.01"	"Israel"	"Migdal Haemek"	1	0	1	6289	8837	15126	133047	218380	351427
"2014.05.01"	"Pakistan"	"Chashma Pul"	3	0	3	6292	8837	15129	133050	218380	351430
"2014.05.01"	"Pakistan"	"Nishtar"	1	0	1	6293	8837	15130	133051	218380	351431
"2014.05.02"	"Libya"	"Benghazi"	9	24	33	6302	8861	15163	133060	218404	351464
"2014.05.02"	"Iraq"	"Dujail"	5	6	11	6307	8867	15174	133065	218410	351475
"2014.05.02"	"Egypt"	"Cairo"	2	1	3	6309	8868	15177	133067	218411	351478
"2014.05.02"	"Egypt"	"Sinai"	2	5	7	6311	8873	15184	133069	218416	351485
"2014.05.02"	"Egypt"	"El-Tor"	1	3	4	6312	8876	15188	133070	218419	351489
"2014.05.02"	"Syria"	"Hama"	18	50	68	6330	8926	15256	133088	218469	351557
"2014.05.03"	"Pakistan"	"Kandar"	1	0	1	6331	8926	15257	133089	218469	351558
"2014.05.03"	"Iraq"	"Baghdad"	8	0	8	6339	8926	15265	133097	218469	351566
"2014.05.03"	"Syria"	"Homs"	1	0	1	6340	8926	15266	133098	218469	351567
"2014.05.03"	"Iraq"	"Tikrit"	4	5	9	6344	8931	15275	133102	218474	351576
"2014.05.03"	"Kenya"	"Mombasa"	4	20	24	6348	8951	15299	133106	218494	351600
"2014.05.03"	"Somalia"	"Mogadishu"	7	25	32	6355	8976	15331	133113	218519	351632
"2014.05.03"	"Iraq"	"Balad"	11	21	32	6366	8997	15363	133124	218540	351664
"2014.05.03"	"Iraq"	"Tarmiya"	9	7	16	6375	9004	15379	133133	218547	351680
"2014.05.04"	"Kenya"	"Nairobi"	2	62	64	6377	9066	15443	133135	218609	351744
"2014.05.04"	"Yemen"	"Shabwa"	6	20	26	6383	9086	15469	133141	218629	351770
"2014.05.05"	"Cameroon"	"Far North"	2	2	4	6385	9088	15473	133143	218631	351774
"2014.05.05"	"Afghanistan"	"Gorzaiwan"	7	1	8	6392	9089	15481	133150	218632	351782
"2014.05.05"	"Afghanistan"	"Nimroz"	1	2	3	6393	9091	15484	133151	218634	351785
"2014.05.05"	"Pakistan"	"Jamrud"	2	2	4	6395	9093	15488	133153	218636	351789
"2014.05.05"	"Yemen"	"Sanaa"	1	1	2	6396	9094	15490	133154	218637	351791
"2014.05.05"	"Pakistan"	"Miranshah"	2	1	3	6398	9095	15493	133156	218638	351794
"2014.05.05"	"Iraq"	"Tuz Khormato"	3	17	20	6401	9112	15513	133159	218655	351814
"2014.05.05"	"Iraq"	"Jurf al-Sakhar"	4	3	7	6405	9115	15520	133163	218658	351821
"2014.05.06"	"China"	"Xinjiang"	0	6	6	6405	9121	15526	133163	218664	351827
"2014.05.06"	"Iraq"	"Ramadi"	1	4	5	6406	9125	15531	133164	218668	351832
"2014.05.06"	"Afghanistan"	"Obe"	3	2	5	6409	9127	15536	133167	218670	351837
"2014.05.06"	"Thailand"	"Hat Yai"	0	10	10	6409	9137	15546	133167	218680	351847
"2014.05.06"	"Pakistan"	"Karachi"	2	0	2	6411	9137	15548	133169	218680	351849
"2014.05.06"	"Pakistan"	"Kohat"	1	0	1	6412	9137	15549	133170	218680	351850
"2014.05.07"	"Pakistan"	"Multan"	1	0	1	6413	9137	15550	133171	218680	351851
"2014.05.07"	"Iraq"	"Hit"	3	4	7	6416	9141	15557	133174	218684	351858
"2014.05.07"	"Nigeria"	"Gamboru Ngala"	336	0	336	6752	9141	15893	133510	218684	352194
"2014.05.08"	"Pakistan"	"Ghulam Khan"	9	12	21	6761	9153	15914	133519	218696	352215
"2014.05.08"	"Iraq"	"Husseiniyah"	4	8	12	6765	9161	15926	133523	218704	352227
"2014.05.08"	"Iraq"	"Youssifiyah"	3	9	12	6768	9170	15938	133526	218713	352239
"2014.05.08"	"Iraq"	"Baghdad"	2	5	7	6770	9175	15945	133528	218718	352246
"2014.05.08"	"Libya"	"Benghazi"	1	0	1	6771	9175	15946	133529	218718	352247
"2014.05.08"	"Iraq"	"Shirqat"	3	1	4	6774	9176	15950	133532	218719	352251
"2014.05.09"	"Yemen"	"Sanaa"	5	11	16	6779	9187	15966	133537	218730	352267
"2014.05.09"	"Afghanistan"	"Farah"	1	11	12	6780	9198	15978	133538	218741	352279
"2014.05.09"	"Iraq"	"Mosul"	4	0	4	6784	9198	15982	133542	218741	352283
"2014.05.09"	"Iraq"	"Mosul"	3	2	5	6787	9200	15987	133545	218743	352288
"2014.05.10"	"Pakistan"	"Karachi"	1	1	2	6788	9201	15989	133546	218744	352290
"2014.05.10"	"Iraq"	"Mosul"	20	0	20	6808	9201	16009	133566	218744	352310
"2014.05.10"	"Iraq"	"Dujail"	12	16	28	6820	9217	16037	133578	218760	352338
"2014.05.10"	"Iraq"	"Baghdad"	5	14	19	6825	9231	16056	133583	218774	352357
"2014.05.10"	"Iraq"	"Tarmiyah"	4	17	21	6829	9248	16077	133587	218791	352378
"2014.05.10"	"Iraq"	"Dawr"	3	2	5	6832	9250	16082	133590	218793	352383
"2014.05.11"	"Yemen"	"Sanaa"	1	0	1	6833	9250	16083	133591	218793	352384
"2014.05.11"	"Libya"	"Benghazi"	4	1	5	6837	9251	16088	133595	218794	352389
"2014.05.11"	"Yemen"	"Mukalla"	11	15	26	6848	9266	16114	133606	218809	352415
"2014.05.11"	"Pal. Auth."	"Bethlehem"	0	7	7	6848	9273	16121	133606	218816	352422
"2014.05.11"	"Iraq"	"Mosul"	2	9	11	6850	9282	16132	133608	218825	352433
"2014.05.11"	"Iraq"	"al-Udhiem"	7	0	7	6857	9282	16139	133615	218825	352440
"2014.05.11"	"Afghanistan"	"Kandahar"	5	22	27	6862	9304	16166	133620	218847	352467
"2014.05.11"	"Iraq"	"Baaj"	6	3	9	6868	9307	16175	133626	218850	352476
"2014.05.11"	"CAR"	"Kaga Bandoro"	13	0	13	6881	9307	16188	133639	218850	352489
"2014.05.11"	"Pakistan"	"Peshawar"	4	11	15	6885	9318	16203	133643	218861	352504
"2014.05.12"	"Pakistan"	"Rajanpur"	1	0	1	6886	9318	16204	133644	218861	352505
"2014.05.12"	"Syria"	"Damascus"	1	0	1	6887	9318	16205	133645	218861	352506
"2014.05.12"	"Pakistan"	"Karachi"	2	0	2	6889	9318	16207	133647	218861	352508
"2014.05.12"	"Iraq"	"Baghdad"	4	17	21	6893	9335	16228	133651	218878	352529
"2014.05.12"	"Iraq"	"Baiji"	9	3	12	6902	9338	16240	133660	218881	352541
"2014.05.12"	"Pakistan"	"Faisal"	1	0	1	6903	9338	16241	133661	218881	352542
"2014.05.12"	"Pakistan"	"Karachi"	1	0	1	6904	9338	16242	133662	218881	352543
"2014.05.12"	"Afghanistan"	"Jalalabad"	7	10	17	6911	9348	16259	133669	218891	352560
"2014.05.12"	"Afghanistan"	"Sangin"	9	0	9	6920	9348	16268	133678	218891	352569
"2014.05.12"	"Afghanistan"	"Parwan"	2	4	6	6922	9352	16274	133680	218895	352575
"2014.05.12"	"Thailand"	"Takbai"	2	9	11	6924	9361	16285	133682	218904	352586
"2014.05.12"	"Somalia"	"Baidoa"	12	20	32	6936	9381	16317	133694	218924	352618
"2014.05.12"	"Afghanistan"	"Ghazni"	3	8	11	6939	9389	16328	133697	218932	352629
"2014.05.12"	"Pakistan"	"Karachi"	2	0	2	6941	9389	16330	133699	218932	352631
"2014.05.12"	"Pakistan"	"Dera Ismail Khan"	1	0	1	6942	9389	16331	133700	218932	352632
"2014.05.13"	"Pakistan"	"Hangu"	2	0	2	6944	9389	16333	133702	218932	352634
"2014.05.13"	"Pakistan"	"Safi"	1	1	2	6945	9390	16335	133703	218933	352636
"2014.05.13"	"Nigeria"	"Kungana"	5	2	7	6950	9392	16342	133708	218935	352643
"2014.05.13"	"Iraq"	"Sadr City"	6	13	19	6956	9405	16361	133714	218948	352662
"2014.05.13"	"Iraq"	"Jamila"	3	10	13	6959	9415	16374	133717	218958	352675
"2014.05.13"	"Iraq"	"Baghdad"	4	7	11	6963	9422	16385	133721	218965	352686
"2014.05.13"	"Iraq"	"Baghdad"	15	45	60	6978	9467	16445	133736	219010	352746
"2014.05.13"	"Iraq"	"Balad"	6	17	23	6984	9484	16468	133742	219027	352769
"2014.05.13"	"Ingushetia"	"Gazi-Yurt"	1	0	1	6985	9484	16469	133743	219027	352770
"2014.05.14"	"Iraq"	"Hit"	1	4	5	6986	9488	16474	133744	219031	352775
"2014.05.14"	"Iraq"	"Adhaim"	8	0	8	6994	9488	16482	133752	219031	352783
"2014.05.14"	"Iraq"	"Basra"	1	0	1	6995	9488	16483	133753	219031	352784
"2014.05.14"	"Afghanistan"	"Spin Boldak"	3	5	8	6998	9493	16491	133756	219036	352792
"2014.05.14"	"Afghanistan"	"Ghazni"	1	1	2	6999	9494	16493	133757	219037	352794
"2014.05.15"	"Libya"	"Benghazi"	3	0	3	7002	9494	16496	133760	219037	352797
"2014.05.15"	"Dagestan"	"Gunib"	3	7	10	7005	9501	16506	133763	219044	352807
"2014.05.15"	"Pakistan"	"Mingora"	1	0	1	7006	9501	16507	133764	219044	352808
"2014.05.15"	"Turkey"	"Border"	43	94	137	7049	9595	16644	133807	219138	352945
"2014.05.15"	"Iraq"	"Baghdad"	5	0	5	7054	9595	16649	133812	219138	352950
"2014.05.15"	"Iraq"	"Baghdad"	4	12	16	7058	9607	16665	133816	219150	352966
"2014.05.15"	"Iraq"	"Sadr City"	8	17	25	7066	9624	16690	133824	219167	352991
"2014.05.15"	"Iraq"	"Youssifiyah"	5	0	5	7071	9624	16695	133829	219167	352996
"2014.05.15"	"Iraq"	"Karrada"	7	21	28	7078	9645	16723	133836	219188	353024
"2014.05.15"	"Somalia"	"Bardhere"	1	0	1	7079	9645	16724	133837	219188	353025
"2014.05.16"	"Syria"	"Binnish"	13	34	47	7092	9679	16771	133850	219222	353072
"2014.05.16"	"Iraq"	"Balad"	5	8	13	7097	9687	16784	133855	219230	353085
"2014.05.16"	"Kenya"	"Nairobi"	13	76	89	7110	9763	16873	133868	219306	353174
"2014.05.16"	"Pakistan"	"Rajanpur"	3	0	3	7113	9763	16876	133871	219306	353177
"2014.05.16"	"Pakistan"	"Islamabad"	1	0	1	7114	9763	16877	133872	219306	353178
"2014.05.16"	"Cameroon"	"Waza"	1	9	10	7115	9772	16887	133873	219315	353188
"2014.05.16"	"Iraq"	"Mosul"	4	8	12	7119	9780	16899	133877	219323	353200
"2014.05.16"	"Iraq"	"Baqubah"	2	1	3	7121	9781	16902	133879	219324	353203
"2014.05.16"	"Pakistan"	"Peshawar"	1	0	1	7122	9781	16903	133880	219324	353204
"2014.05.17"	"England"	"Accrington"	0	1	1	7122	9782	16904	133880	219325	353205
"2014.05.17"	"Pakistan"	"Jamrud"	1	1	2	7123	9783	16906	133881	219326	353207
"2014.05.17"	"Iraq"	"Tarmiya"	5	14	19	7128	9797	16925	133886	219340	353226
"2014.05.17"	"Bangladesh"	"Ghoraghat"	1	0	1	7129	9797	16926	133887	219340	353227
"2014.05.17"	"Nigeria"	"Ngurosoye"	29	24	53	7158	9821	16979	133916	219364	353280
"2014.05.17"	"Nigeria"	"Dalwa-Masuba"	40	12	52	7198	9833	17031	133956	219376	353332
"2014.05.17"	"Nigeria"	"Damaturu"	9	0	9	7207	9833	17040	133965	219376	353341
"2014.05.18"	"Nigeria"	"Kano"	4	5	9	7211	9838	17049	133969	219381	353350
"2014.05.18"	"Pakistan"	"Khar"	1	6	7	7212	9844	17056	133970	219387	353357
"2014.05.18"	"Iraq"	"Mahmoudiya"	4	12	16	7216	9856	17072	133974	219399	353373
"2014.05.18"	"Iraq"	"Baghdad"	5	14	19	7221	9870	17091	133979	219413	353392
"2014.05.18"	"India"	"Akhnoor"	1	2	3	7222	9872	17094	133980	219415	353395
"2014.05.18"	"Afghanistan"	"Nad Ali"	3	0	3	7225	9872	17097	133983	219415	353398
"2014.05.19"	"Somalia"	"Mogadishu"	1	4	5	7226	9876	17102	133984	219419	353403
"2014.05.19"	"Kenya"	"Mandera"	12	4	16	7238	9880	17118	133996	219423	353419
"2014.05.19"	"Iraq"	"Dujail"	4	7	11	7242	9887	17129	134000	219430	353430
"2014.05.19"	"Pakistan"	"Karachi"	3	0	3	7245	9887	17132	134003	219430	353433
"2014.05.19"	"Syria"	"Hama"	1	0	1	7246	9887	17133	134004	219430	353434
"2014.05.19"	"Pakistan"	"Mohmand"	4	1	5	7250	9888	17138	134008	219431	353439
"2014.05.20"	"Pakistan"	"Awami"	1	0	1	7251	9888	17139	134009	219431	353440
"2014.05.20"	"Pakistan"	"Karachi"	2	0	2	7253	9888	17141	134011	219431	353442
"2014.05.20"	"Pakistan"	"Orangi"	2	0	2	7255	9888	17143	134013	219431	353444
"2014.05.20"	"Libya"	"Benghazi"	1	2	3	7256	9890	17146	134014	219433	353447
"2014.05.20"	"Nigeria"	"Jos"	162	120	282	7418	10010	17428	134176	219553	353729
"2014.05.20"	"Egypt"	"Cairo"	3	9	12	7421	10019	17440	134179	219562	353741
"2014.05.20"	"Somalia"	"Gelgel"	1	0	1	7422	10019	17441	134180	219562	353742
"2014.05.21"	"Afghanistan"	"Hesarak"	2	9	11	7424	10028	17452	134182	219571	353753
"2014.05.21"	"Pakistan"	"Dera Ismail Khan"	2	0	2	7426	10028	17454	134184	219571	353755
"2014.05.21"	"Thailand"	"Pattani"	1	0	1	7427	10028	17455	134185	219571	353756
"2014.05.21"	"Thailand"	"Yala"	1	0	1	7428	10028	17456	134186	219571	353757
"2014.05.21"	"Iraq"	"Qadisiya"	3	2	5	7431	10030	17461	134189	219573	353762
"2014.05.21"	"Iraq"	"Baghdad"	2	0	2	7433	10030	17463	134191	219573	353764
"2014.05.21"	"Afghanistan"	"Badakhshan"	8	7	15	7441	10037	17478	134199	219580	353779
"2014.05.21"	"Afghanistan"	"Laghman"	4	0	4	7445	10037	17482	134203	219580	353783
"2014.05.21"	"Nigeria"	"Alagarno"	19	0	19	7464	10037	17501	134222	219580	353802
"2014.05.21"	"Nigeria"	"Shawa"	30	0	30	7494	10037	17531	134252	219580	353832
"2014.05.21"	"Egypt"	"al-Arish"	1	6	7	7495	10043	17538	134253	219586	353839
"2014.05.22"	"Pakistan"	"Nazimabad"	2	0	2	7497	10043	17540	134255	219586	353841
"2014.05.22"	"Nigeria"	"Chukku Nguddoa"	29	10	39	7526	10053	17579	134284	219596	353880
"2014.05.22"	"Iraq"	"Baghdad"	12	30	42	7538	10083	17621	134296	219626	353922
"2014.05.22"	"Iraq"	"Baghdad"	6	38	44	7544	10121	17665	134302	219664	353966
"2014.05.22"	"Iraq"	"Baghdad"	14	17	31	7558	10138	17696	134316	219681	353997
"2014.05.22"	"Iraq"	"Mosul"	3	0	3	7561	10138	17699	134319	219681	354000
"2014.05.22"	"China"	"Urumqi"	31	94	125	7592	10232	17824	134350	219775	354125
"2014.05.22"	"Nigeria"	"Kimbi"	8	0	8	7600	10232	17832	134358	219775	354133
"2014.05.22"	"Iraq"	"Mishahda"	5	0	5	7605	10232	17837	134363	219775	354138
"2014.05.22"	"Iraq"	"Tikrit"	4	3	7	7609	10235	17844	134367	219778	354145
"2014.05.22"	"Syria"	"Damascus"	1	0	1	7610	10235	17845	134368	219778	354146
"2014.05.23"	"Tunisia"	"Kasserine"	2	4	6	7612	10239	17851	134370	219782	354152
"2014.05.23"	"Syria"	"Deraa"	39	205	244	7651	10444	18095	134409	219987	354396
"2014.05.23"	"Iraq"	"Nineveh"	17	25	42	7668	10469	18137	134426	220012	354438
"2014.05.23"	"Nigeria"	"Moforo"	25	0	25	7693	10469	18162	134451	220012	354463
"2014.05.23"	"Libya"	"Benghazi"	1	0	1	7694	10469	18163	134452	220012	354464
"2014.05.23"	"Pakistan"	"Rawalpindi"	1	0	1	7695	10469	18164	134453	220012	354465
"2014.05.23"	"Yemen"	"al-Jawf"	3	0	3	7698	10469	18167	134456	220012	354468
"2014.05.24"	"Belgium"	"Brussels"	4	0	4	7702	10469	18171	134460	220012	354472
"2014.05.24"	"Pakistan"	"Islamabad"	1	1	2	7703	10470	18173	134461	220013	354474
"2014.05.24"	"Thailand"	"Yala"	3	50	53	7706	10520	18226	134464	220063	354527
"2014.05.24"	"Yemen"	"Seyoun"	10	6	16	7716	10526	18242	134474	220069	354543
"2014.05.24"	"Somalia"	"Mogadishu"	10	11	21	7726	10537	18263	134484	220080	354564
"2014.05.24"	"Pakistan"	"Mohmand"	6	3	9	7732	10540	18272	134490	220083	354573
"2014.05.24"	"Pakistan"	"Mansehra"	1	0	1	7733	10540	18273	134491	220083	354574
"2014.05.24"	"Djibouti"	"Djibouti City"	1	15	16	7734	10555	18289	134492	220098	354590
"2014.05.24"	"Iraq"	"Haditha"	4	3	7	7738	10558	18296	134496	220101	354597
"2014.05.24"	"Iraq"	"Tuz Khormato"	5	4	9	7743	10562	18305	134501	220105	354606
"2014.05.24"	"Iraq"	"Riyadh"	3	0	3	7746	10562	18308	134504	220105	354609
"2014.05.25"	"Pakistan"	"Kuzdhar"	8	0	8	7754	10562	18316	134512	220105	354617
"2014.05.25"	"Syria"	"Ariha"	24	24	48	7778	10586	18364	134536	220129	354665
"2014.05.25"	"Iraq"	"Mosul"	3	18	21	7781	10604	18385	134539	220147	354686
"2014.05.25"	"Nigeria"	"Jos"	8	3	11	7789	10607	18396	134547	220150	354697
"2014.05.25"	"Afghanistan"	"Kandahar"	1	0	1	7790	10607	18397	134548	220150	354698
"2014.05.25"	"Nigeria"	"Kamuyya"	24	0	24	7814	10607	18421	134572	220150	354722
"2014.05.25"	"Syria"	"Homs"	12	40	52	7826	10647	18473	134584	220190	354774
"2014.05.25"	"Iraq"	"Kirkuk"	12	29	41	7838	10676	18514	134596	220219	354815
"2014.05.25"	"Nigeria"	"Gwoza"	21	0	21	7859	10676	18535	134617	220219	354836
"2014.05.26"	"Nigeria"	"Ashigashiya"	9	0	9	7868	10676	18544	134626	220219	354845
"2014.05.26"	"Iraq"	"Mosul"	3	12	15	7871	10688	18559	134629	220231	354860
"2014.05.26"	"Pakistan"	"Chanab Nagar"	1	0	1	7872	10688	18560	134630	220231	354861
"2014.05.26"	"Afghanistan"	"Kabul"	2	2	4	7874	10690	18564	134632	220233	354865
"2014.05.26"	"Kenya"	"Lamu"	2	3	5	7876	10693	18569	134634	220236	354870
"2014.05.26"	"Nigeria"	"Adamawa"	21	18	39	7897	10711	18608	134655	220254	354909
"2014.05.26"	"Libya"	"Benghazi"	1	0	1	7898	10711	18609	134656	220254	354910
"2014.05.26"	"Thailand"	"Pattani"	1	0	1	7899	10711	18610	134657	220254	354911
"2014.05.26"	"Nigeria"	"Amuda"	1	3	4	7900	10714	18614	134658	220257	354915
"2014.05.26"	"Nigeria"	"Chikide"	8	6	14	7908	10720	18628	134666	220263	354929
